,text,metadata
10,"What are the possible short-term benefits?
What are the possible long-term benefits?
What are the short-term risks, such asside effects?
What are the possible long-term risks?
What other treatment options are available if we choose not to participate?
How do the possible risks and benefits of this trial compare with those other treatment options?","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/research-team-questions.html', 'retrieved_at': '2025-09-29T20:49:07.304747', 'title': 'Questions to Ask the Research Team - Together by St. Jude™', 'section': 'Questions about possible risks and benefits', 'super_section': None}"
11,"What kinds of therapies, procedures, and tests will my child have during the trial?
Will the treatment or tests cause pain? If so, for how long?
How do the tests in the study compare with those my child would have if my child did not take part in the trial?
Will my child be able to take his or her regular medicines or other treatments while in the clinical trial?
Where will my child have his or her medical care?
Who will be in charge of my child’s care during the trial?
What will happen to my child's cancer without treatment?","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/research-team-questions.html', 'retrieved_at': '2025-09-29T20:49:07.304747', 'title': 'Questions to Ask the Research Team - Together by St. Jude™', 'section': 'Questions about medical care in a clinical trial', 'super_section': None}"
12,"How could being in this study affect my child's daily life?
Can I talk to the parents of other children in the study?","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/research-team-questions.html', 'retrieved_at': '2025-09-29T20:49:07.304747', 'title': 'Questions to Ask the Research Team - Together by St. Jude™', 'section': 'Questions about daily life', 'super_section': None}"
13,"Will I have to pay for any part of the trial such as tests or the study drug? If so, what are the charges likely to be?
What is my health insurance likely to cover?
Who can help answer any questions from my insurance company or health plan?
Will there be any travel or childcare costs that I need to consider during the trial?","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/research-team-questions.html', 'retrieved_at': '2025-09-29T20:49:07.304747', 'title': 'Questions to Ask the Research Team - Together by St. Jude™', 'section': 'Questions about costs', 'super_section': None}"
14,"It is normal to have many questions about clinical trials your child may take part in.
Prepare questions and a plan to record answers before you go to appointments. It may help to have another adult with you to ask questions or take notes about the answers.
Ask your provider who you can contact for other questions you have.
—Reviewed: November 2024","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/research-team-questions.html', 'retrieved_at': '2025-09-29T20:49:07.304747', 'title': 'Questions to Ask the Research Team - Together by St. Jude™', 'section': 'Key points about clinical trials questions', 'super_section': None}"
15,"Steps of a Clinical TrialClinical research to test a new treatment is a long process with many steps. Each step is important for learning if a treatment is effective, safe for patients, and how it compares to current treatments.
Clinical research to test a new treatment is a long process with many steps. Each step is important for learning if a treatment is effective, safe for patients, and how it compares to current treatments.
Clinical TrialsA clinical trial is a research study to test new ways to treat or prevent diseases and health problems. Learn how to enroll in clinical trials.
A clinical trial is a research study to test new ways to treat or prevent diseases and health problems. Learn how to enroll in clinical trials.","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/research-team-questions.html', 'retrieved_at': '2025-09-29T20:49:07.304747', 'title': 'Questions to Ask the Research Team - Together by St. Jude™', 'section': 'Related Content', 'super_section': None}"
16,"Find a Clinical TrialDoctors are always looking for better treatments with fewer side effects. Clinical trials are an important part of finding cures and promoting long-term health and quality of life for children with cancer.
Doctors are always looking for better treatments with fewer side effects. Clinical trials are an important part of finding cures and promoting long-term health and quality of life for children with cancer.","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/research-team-questions.html', 'retrieved_at': '2025-09-29T20:49:07.304747', 'title': 'Questions to Ask the Research Team - Together by St. Jude™', 'section': 'Related Content', 'super_section': None}"
17,"Cancer is not only a disease of adults; it also occurs in infants, children, and teens. Whereas cancer in adults is relatively common, childhood cancer is a rare disease. About 15,000 children are diagnosed with pediatric cancer each year in the United States.
The most common childhood cancers includeleukemia,lymphoma, andbrain tumors. However, there are over 100 different types of cancers that occur in children.","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/role-of-cancer-research.html', 'retrieved_at': '2025-09-29T20:49:07.968218', 'title': 'Role of Cancer Research - Together by St. Jude™', 'section': 'Role of Cancer Research - Together by St. Jude™', 'super_section': None}"
18,"Over the last 50 years, many advances have been made in the treatment of childhood cancer. Currently, in the United States, over 80% of children with cancer become long-term survivors, up from 10% in the 1950’s.
Although the cure rate for some cancers is very high, other cancers still have a poorprognosis. Survival rates can vary widely depending on the type of cancer.
In 1961, President Kennedy promised to land an astronaut on the moon, and less than nine years later the mission was accomplished. Inspired by this, in 1971, President Nixon signed the National Cancer Act to declare “War on Cancer.” However, despite much progress and improving cure rates, that goal to conquer cancer has yet to be achieved.","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/role-of-cancer-research.html', 'retrieved_at': '2025-09-29T20:49:07.968218', 'title': 'Role of Cancer Research - Together by St. Jude™', 'section': 'Survival rates for children with cancer', 'super_section': None}"
19,"If we can land a person on the moon in nine years, why has the war against cancer been so hard? To put it simply, curing cancer turns out to be much harder than landing on the moon.","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/role-of-cancer-research.html', 'retrieved_at': '2025-09-29T20:49:07.968218', 'title': 'Role of Cancer Research - Together by St. Jude™', 'section': 'Survival rates for children with cancer', 'super_section': None}"
20,"For the moonshot, all of the laws of physics were known. Achieving the moonshot was an engineering problem, though a difficult one. In contrast, cancer is a disease of the genes in our cells. Each of our cells contains over 20,000 genes that interact in complex ways that we are only beginning to understand. Mutations in just a few genes in this thousands-of-genes network lead to a variety of complicated effects within the cell. Further complexity comes because cancer is a disease with many types. Even cancers that begin in the same tissue can be very different. And the gene mutations vary between people, so no two cancers are exactly the same.","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/role-of-cancer-research.html', 'retrieved_at': '2025-09-29T20:49:07.968218', 'title': 'Role of Cancer Research - Together by St. Jude™', 'section': 'Survival rates for children with cancer', 'super_section': None}"
21,"Every cell is controlled by genes that tell cells how to function and when to grow and divide. Cancer is a disease of the genes in our cells. Each cell contains over 20,000 genes. Mutations in just a few genes lead to a variety of complicated effects within the cell. Gene mutations vary between people, so no two cancers are exactly the same.","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/role-of-cancer-research.html', 'retrieved_at': '2025-09-29T20:49:07.968218', 'title': 'Role of Cancer Research - Together by St. Jude™', 'section': 'Survival rates for children with cancer', 'super_section': None}"
22,"Discoveries that advance cancer care and cure are possible because of scientific research. Types of cancer research include:
Basic Research– focuses on underlying principles of cancer, studying how genes normally work and how cancer-causing mutations cause excess growth.
Translational Research– explores how research discoveries can be used (‘translated’) to develop new and better treatments for cancer.
Clinical Research– brings new treatments, or new devices or procedures, to patients.
Population Research– uses large groups of people to learn about cancer rates, risk factors, medical care, and other factors important in understanding cancer","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/role-of-cancer-research.html', 'retrieved_at': '2025-09-29T20:49:07.968218', 'title': 'Role of Cancer Research - Together by St. Jude™', 'section': 'Types of cancer research', 'super_section': None}"
23,"The field of pediatric cancer research brings together all of these types of research. The overarching goal is to develop more effective treatments, and treatments that have lessside effects.
Learn More About Clinical Trials
Better treatments and improved cure rates in childhood cancer are possible because of scientific research.","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/role-of-cancer-research.html', 'retrieved_at': '2025-09-29T20:49:07.968218', 'title': 'Role of Cancer Research - Together by St. Jude™', 'section': 'Types of cancer research', 'super_section': None}"
24,Pediatric cancer is a key area of the national Cancer Moonshot initiative. The 21st Century Cures Act passed by Congress in December 2016 authorized $1.8 billion in funding for the Cancer Moonshot over 7 years.,"{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/role-of-cancer-research.html', 'retrieved_at': '2025-09-29T20:49:07.968218', 'title': 'Role of Cancer Research - Together by St. Jude™', 'section': 'The future of pediatric cancer research', 'super_section': None}"
25,"Much of the current treatment research is focused on targeting specific features of cancer cells. Gene mutations in cancer cells provide opportunities for new medicines called targeted therapy.Targeted therapiesare medicines which act on cellular proteins, receptors, and other features that are specific to the cancer cell.Immunotherapyis another promising area of cancer treatment. These treatments use the body’simmune systemto fight cancer by triggering an immune response or retraining the immune system to attack cancer cells. Ongoing clinical trials are also exploring how to match patients to therapies to treat the cancer and lower the risk of recurrence while also reducingside effectsandlate effects.","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/role-of-cancer-research.html', 'retrieved_at': '2025-09-29T20:49:07.968218', 'title': 'Role of Cancer Research - Together by St. Jude™', 'section': 'The future of pediatric cancer research', 'super_section': None}"
26,"As more childhood cancer survivors go on to live long lives, supporting quality of life and improving long-term care are becoming increasingly important. There is also a need to increase access to high-quality medical care for all children around the world. With better therapies and greater access to care, more children will become survivors of pediatric cancer.","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/role-of-cancer-research.html', 'retrieved_at': '2025-09-29T20:49:07.968218', 'title': 'Role of Cancer Research - Together by St. Jude™', 'section': 'The future of pediatric cancer research', 'super_section': None}"
27,"Kavita Dhodapkar, Director of the Pediatric Immuno-Oncology Program at Children’s Healthcare of Atlanta and Jinghui Zhang, Chair of the Department of Computational Biology at St. Jude Children's Research Hospital join Olga Khazan, Staff Writer at The Atlantic to discuss new areas of study in childhood cancer treatment.
—Reviewed: June 2018","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/role-of-cancer-research.html', 'retrieved_at': '2025-09-29T20:49:07.968218', 'title': 'Role of Cancer Research - Together by St. Jude™', 'section': 'On the cutting edge of pediatric cancer research, development and funding', 'super_section': None}"
28,"Clinical research trials test new treatments. Each trial is a long process that requires many steps. Every step is important so researchers can learn if a treatment is effective, safe, and how it compares to current treatments. The research process must also protect the rights and safety of patients.
Approval of the research protocolIn the United States, an Institutional Review Board (IRB) must approve each clinical trial plan before it can start. An IRB is a committee that includes medical experts, scientists, and doctors. The committee carefully considers each new clinical trial before it begins. The IRB approves each trial based on its potential benefits and risks. This helps protect patients’ health and rights.","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/steps.html', 'retrieved_at': '2025-09-29T20:49:08.174441', 'title': 'Steps of a Clinical Trial - Together by St. Jude™', 'section': 'Enrolling in a clinical trial', 'super_section': None}"
29,"In the United States, an Institutional Review Board (IRB) must approve each clinical trial plan before it can start. An IRB is a committee that includes medical experts, scientists, and doctors. The committee carefully considers each new clinical trial before it begins. The IRB approves each trial based on its potential benefits and risks. This helps protect patients’ health and rights.","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/steps.html', 'retrieved_at': '2025-09-29T20:49:08.174441', 'title': 'Steps of a Clinical Trial - Together by St. Jude™', 'section': 'Approval of the research protocol', 'super_section': None}"
30,Patient screeningA clinical trial can only include certain patients. The research team screens patients to see if they meet the trial’s requirements or criteria. This is known as eligibility criteria or inclusion criteria. The criteria are different for each clinical trial. They may include:Type or stage of diseasePatient ageHealth conditionsPatient screening helps protect patients’ health and safety. The clinical trial only includes people who are most likely to benefit in a safe way. This also helps scientists learn about how the treatment works on certain types of patients.,"{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/steps.html', 'retrieved_at': '2025-09-29T20:49:08.174441', 'title': 'Steps of a Clinical Trial - Together by St. Jude™', 'section': 'Approval of the research protocol', 'super_section': None}"
31,"A clinical trial can only include certain patients. The research team screens patients to see if they meet the trial’s requirements or criteria. This is known as eligibility criteria or inclusion criteria. The criteria are different for each clinical trial. They may include:
Type or stage of disease
Patient age
Health conditions
Patient screening helps protect patients’ health and safety. The clinical trial only includes people who are most likely to benefit in a safe way. This also helps scientists learn about how the treatment works on certain types of patients.","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/steps.html', 'retrieved_at': '2025-09-29T20:49:08.174441', 'title': 'Steps of a Clinical Trial - Together by St. Jude™', 'section': 'Patient screening', 'super_section': None}"
32,"Informed consentIt is your decision if you want to take part in a clinical trial. You are not required to take part.A member of the research team will tell you about the clinical trial and what to expect. If you agree to take part after learning about the trial, you giveinformed consent. If the participant is not an adult or not able to give consent, a parent or legal guardian can give written consent.Children’s consentThe research team may ask children to sign a form agreeing to take part in the clinical trial. A member of the research team will explain the clinical trial so that the child and family understand and know what to expect. Children under age 7 are not usually asked for consent. The informed consent process should give enough details to decide whether to take part","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/steps.html', 'retrieved_at': '2025-09-29T20:49:08.174441', 'title': 'Steps of a Clinical Trial - Together by St. Jude™', 'section': 'Patient screening', 'super_section': None}"
33,".After the informed consent process, participants should know the following:The purpose of the researchWho can take partTreatments and how often treatments occurHow treatments are givenTests and procedures that are done and how oftenRisks of treatment and procedures and how they are monitoredAvailable treatments outside of the clinical trialHow the research team will communicate with patientsHow details are shared with others or kept confidentialWho to contact about questions or concerns","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/steps.html', 'retrieved_at': '2025-09-29T20:49:08.174441', 'title': 'Steps of a Clinical Trial - Together by St. Jude™', 'section': 'Patient screening', 'super_section': None}"
34,"It is your decision if you want to take part in a clinical trial. You are not required to take part.
A member of the research team will tell you about the clinical trial and what to expect. If you agree to take part after learning about the trial, you giveinformed consent. If the participant is not an adult or not able to give consent, a parent or legal guardian can give written consent.
Children’s consent
The research team may ask children to sign a form agreeing to take part in the clinical trial. A member of the research team will explain the clinical trial so that the child and family understand and know what to expect. Children under age 7 are not usually asked for consent. The informed consent process should give enough details to decide whether to take part.","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/steps.html', 'retrieved_at': '2025-09-29T20:49:08.174441', 'title': 'Steps of a Clinical Trial - Together by St. Jude™', 'section': 'Informed consent', 'super_section': None}"
35,"After the informed consent process, participants should know the following:
The purpose of the research
Who can take part
Treatments and how often treatments occur
How treatments are given
Tests and procedures that are done and how often
Risks of treatment and procedures and how they are monitored
Available treatments outside of the clinical trial
How the research team will communicate with patients
How details are shared with others or kept confidential
Who to contact about questions or concerns","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/steps.html', 'retrieved_at': '2025-09-29T20:49:08.174441', 'title': 'Steps of a Clinical Trial - Together by St. Jude™', 'section': 'Informed consent', 'super_section': None}"
36,"Clinical trials follow a series of steps or phases. The research goals and plans are different in each phase of a clinical trial.
Phase 1Phase 1 clinical trials test new treatments. These treatments are being studied for the first time. They are known as experimental. In this phase, a small number of people get the treatment. A goal of this phase is to find out if the treatment is safe. Researchers also want to find out the best dose.Questions answered by phase 1Is the treatment safe?What dose of the treatment should be given?What is the best way to give the treatment?What are theside effectsof the treatment?Does the condition respond to the treatment?","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/steps.html', 'retrieved_at': '2025-09-29T20:49:08.174441', 'title': 'Steps of a Clinical Trial - Together by St. Jude™', 'section': 'Phases of clinical trials', 'super_section': None}"
37,"Phase 1 clinical trials test new treatments. These treatments are being studied for the first time. They are known as experimental. In this phase, a small number of people get the treatment. A goal of this phase is to find out if the treatment is safe. Researchers also want to find out the best dose.
Questions answered by phase 1
Is the treatment safe?
What dose of the treatment should be given?
What is the best way to give the treatment?
What are theside effectsof the treatment?
Does the condition respond to the treatment?","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/steps.html', 'retrieved_at': '2025-09-29T20:49:08.174441', 'title': 'Steps of a Clinical Trial - Together by St. Jude™', 'section': 'Phase 1', 'super_section': None}"
38,"Does the condition respond to the treatment?
Phase 2Phase 2 trials test the treatment in more people for a longer time. The goal is to find out if it works for people with a certain disease or condition. The research team monitors side effects.Questions answered by phase 2Does the treatment work for a certain condition?What is the effect of the treatment on a disease or condition?","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/steps.html', 'retrieved_at': '2025-09-29T20:49:08.174441', 'title': 'Steps of a Clinical Trial - Together by St. Jude™', 'section': 'Phase 1', 'super_section': None}"
39,"Phase 2 trials test the treatment in more people for a longer time. The goal is to find out if it works for people with a certain disease or condition. The research team monitors side effects.
Questions answered by phase 2
Does the treatment work for a certain condition?
What is the effect of the treatment on a disease or condition?
Phase 3Phase 3 trials test the treatment in a large group of people. The research team may compare this treatment against a “standard” treatment. Standard treatment is a widely used treatment. Or the research team may compare 2 different experimental treatments. The care team monitors side effects over a longer time.Questions answered by phase 3How does the new treatment compare to a standard treatment?","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/steps.html', 'retrieved_at': '2025-09-29T20:49:08.174441', 'title': 'Steps of a Clinical Trial - Together by St. Jude™', 'section': 'Phase 2', 'super_section': None}"
40,"Phase 3 trials test the treatment in a large group of people. The research team may compare this treatment against a “standard” treatment. Standard treatment is a widely used treatment. Or the research team may compare 2 different experimental treatments. The care team monitors side effects over a longer time.
Questions answered by phase 3
How does the new treatment compare to a standard treatment?","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/steps.html', 'retrieved_at': '2025-09-29T20:49:08.174441', 'title': 'Steps of a Clinical Trial - Together by St. Jude™', 'section': 'Phase 3', 'super_section': None}"
41,"How does the new treatment compare to a standard treatment?
Phase 4Phase 4 trials happen after the treatment has been approved by the U.S. Food and Drug Administration (FDA). This phase tests the treatment in a large number of people. Researchers collect details about how the treatments are used. They also monitor side effects and effectiveness of the treatment over long time periods in many people.Questions anwered by phase 4What are the effects of treatment in different people over time?What are the long-term benefits?What are the long-term risks?How is the new treatment used in medical care?","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/steps.html', 'retrieved_at': '2025-09-29T20:49:08.174441', 'title': 'Steps of a Clinical Trial - Together by St. Jude™', 'section': 'Phase 3', 'super_section': None}"
42,"Phase 4 trials happen after the treatment has been approved by the U.S. Food and Drug Administration (FDA). This phase tests the treatment in a large number of people. Researchers collect details about how the treatments are used. They also monitor side effects and effectiveness of the treatment over long time periods in many people.
Questions anwered by phase 4
What are the effects of treatment in different people over time?
What are the long-term benefits?
What are the long-term risks?
How is the new treatment used in medical care?","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/steps.html', 'retrieved_at': '2025-09-29T20:49:08.174441', 'title': 'Steps of a Clinical Trial - Together by St. Jude™', 'section': 'Phase 4', 'super_section': None}"
43,"Clinical research trials test new treatments. Each trial is a long process that requires many steps.
Every step is important and answers different questions about how safe and effective the treatment is.
A board of experts reviews all phases of a clinical trial. This board must approve the plan before that phase can begin.
—Reviewed: November 2023","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/steps.html', 'retrieved_at': '2025-09-29T20:49:08.174441', 'title': 'Steps of a Clinical Trial - Together by St. Jude™', 'section': 'Key points about steps of a clinical trial', 'super_section': None}"
44,"Questions to Ask the Research TeamUse these tips and questions when you meet with members of your care team to learn more about participating in clinical trials.
Use these tips and questions when you meet with members of your care team to learn more about participating in clinical trials.
Clinical TrialsA clinical trial is a research study to test new ways to treat or prevent diseases and health problems. Learn how to enroll in clinical trials.
A clinical trial is a research study to test new ways to treat or prevent diseases and health problems. Learn how to enroll in clinical trials.","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/steps.html', 'retrieved_at': '2025-09-29T20:49:08.174441', 'title': 'Steps of a Clinical Trial - Together by St. Jude™', 'section': 'Related Content', 'super_section': None}"
45,"Find a Clinical TrialDoctors are always looking for better treatments with fewer side effects. Clinical trials are an important part of finding cures and promoting long-term health and quality of life for children with cancer.
Doctors are always looking for better treatments with fewer side effects. Clinical trials are an important part of finding cures and promoting long-term health and quality of life for children with cancer.","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/steps.html', 'retrieved_at': '2025-09-29T20:49:08.174441', 'title': 'Steps of a Clinical Trial - Together by St. Jude™', 'section': 'Related Content', 'super_section': None}"
46,"Clinical research is scientific research that includes people. Scientists do it to learn more about diseases. They also test new medical treatments or combinations of treatments that doctors already use. The goal is to find new and better treatments that help patients.
Clinical research is also called aclinical trial, a research study, or just a study.","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/taking-part-in-clinical-research.html', 'retrieved_at': '2025-09-29T20:49:09.034056', 'title': 'Taking Part in Clinical Research - Together by St. Jude™', 'section': 'What is clinical research?', 'super_section': None}"
47,"All the people taking part in clinical research are volunteers. If your child is eligible, they can take part in clinical research studies if you agree.
Some reasons for taking part in clinical research include:
Helping learn about disease
Helping find new treatments
Getting a treatment that is not available to the public yet
Getting a new treatment because the usual treatment is not working well","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/taking-part-in-clinical-research.html', 'retrieved_at': '2025-09-29T20:49:09.034056', 'title': 'Taking Part in Clinical Research - Together by St. Jude™', 'section': 'Clinical research volunteers', 'super_section': None}"
48,"Clinical research often includes medical treatment. But it is not the same as regular medical treatment for your child’s illness.
Every clinical research study has a plan that scientists must follow closely. The plan is sometimes called aprotocol.
Researchers cannot change the treatment for each volunteer. This is one way that clinical research is different from other types of treatment. Medical treatment is the specific treatment a doctor recommends for your child. Doctors know the benefits of the treatment. And they can change the treatment plan just for your child.
Your child might have both medical treatment and clinical research treatment. The medical treatment is known, but the clinical research treatment is new. It is not fully tested or approved yet.","{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/taking-part-in-clinical-research.html', 'retrieved_at': '2025-09-29T20:49:09.034056', 'title': 'Taking Part in Clinical Research - Together by St. Jude™', 'section': 'Differences between clinical research and regular medical treatment', 'super_section': None}"
49,You can also choose for your child to have just medical treatment or just clinical research treatment.,"{'source_url': 'https://together.stjude.org/en-us/treatment-tests-procedures/clinical-trials/taking-part-in-clinical-research.html', 'retrieved_at': '2025-09-29T20:49:09.034056', 'title': 'Taking Part in Clinical Research - Together by St. Jude™', 'section': 'Differences between clinical research and regular medical treatment', 'super_section': None}"
