id,text,metadata
10,"Aplastic anemia can develop at any age. It is a severe and life-threatening blood disorder. Treatments include blood transfusions, medicines, and stem cell (bone marrow) transplant.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/aplastic-anemia.html', 'retrieved_at': '2025-09-29T20:33:26.371774', 'title': 'Aplastic Anemia - Together by St. Jude™', 'section': 'What is aplastic anemia?', 'super_section': None}"
11,"The bone marrow makes different types of blood cells. Symptoms are caused by low numbers of red blood cells, white blood cells, and platelets. Your child's signs and symptoms depend on which type of blood cell is affected and the severity of their condition.
Type of Low Blood Cell Counts
Signs and Symptoms
Low red blood cells (anemia)
Fatigue or feeling tired
Pale skin, gums, or nail beds
Headache
Dizziness or feeling lightheaded
Cold hands or feet
Fast or irregular heart rate
Shortness of breath
Low white blood cells (leukopenia) and low neutrophils (neutropenia)
Fever
More infections than normal, especially from bacteria or fungi
Mouth ulcers
Low Platelets (thrombocytopenia)
Small red or purple spots under the skin (petechiae)
Nosebleeds
Bleeding gums","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/aplastic-anemia.html', 'retrieved_at': '2025-09-29T20:33:26.371774', 'title': 'Aplastic Anemia - Together by St. Jude™', 'section': 'Symptoms of aplastic anemia', 'super_section': None}"
12,"Small red or purple spots under the skin (petechiae)
Nosebleeds
Bleeding gums
Bleeding that lasts longer than normal, even from a small cut
Bruising on the skin or purplish areas on the skin, lips, or inside the mouth
Blood in urine (pee) or stool (poop)
Heavy bleeding during menstrual periods","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/aplastic-anemia.html', 'retrieved_at': '2025-09-29T20:33:26.371774', 'title': 'Aplastic Anemia - Together by St. Jude™', 'section': 'Symptoms of aplastic anemia', 'super_section': None}"
13,"Aplastic anemia is a type of bone marrow failure. In most cases, aplastic anemia is acquired (not inherited from parents). It is also called idiopathic aplastic anemia.
Acquired aplastic anemia results from an immune system attack and destruction of blood-forming stem cells in the bone marrow. When this happens, the body makes fewer blood cells. The cause for the faulty immune response is not known.
Rarely, aplastic anemia can also be caused by certain viral infections, being around toxic chemicals, taking certain medicines, or having chemotherapy or radiation.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/aplastic-anemia.html', 'retrieved_at': '2025-09-29T20:33:26.371774', 'title': 'Aplastic Anemia - Together by St. Jude™', 'section': 'Causes of aplastic anemia', 'super_section': None}"
14,"Sometimes, aplastic anemia is diagnosed in the setting of inherited bone marrow failure syndromes that are passed down from parents to children. Inherited disorders that can lead to aplastic anemia includeFanconi anemia,Shwachman-Diamond syndrome,Dyskeratosis congenita,SAMD9 and SAMD9L syndromes, and a number of other rare genetic diseases. These inherited disorders are treated differently than acquired aplastic anemia.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/aplastic-anemia.html', 'retrieved_at': '2025-09-29T20:33:26.371774', 'title': 'Aplastic Anemia - Together by St. Jude™', 'section': 'Causes of aplastic anemia', 'super_section': None}"
15,"Aplastic anemia is very rare. It only occurs in ~2 people per million in the United States each year. That is approximately 600 new cases across all age groups in the United States.
Diagnosis often involves ruling out other illnesses such as leukemia or inherited bone marrow failure disorders. As soon as aplastic anemia is diagnosed, treatment is started.
Aplastic anemia is diagnosed based on your child’s medical history, physical exam, and lab tests. Lab tests for aplastic anemia may include:
Complete blood count (CBC)with reticulocytes (immature red blood cells) to measure the number and size of blood cells. Most patients have severe aplastic anemia, which means reticulocytes, hemoglobin, platelets, and neutrophils are very low.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/aplastic-anemia.html', 'retrieved_at': '2025-09-29T20:33:26.371774', 'title': 'Aplastic Anemia - Together by St. Jude™', 'section': 'Diagnosis of aplastic anemia', 'super_section': None}"
16,"Bone marrow aspiration and biopsyto look at the number and size of cells found in a bone marrow sample. In patients with severe aplastic anemia, the bone marrow has a very low cell content (hypocellular).
Genetic testingto check for inherited disorders or gene changes (to rule out inherited bone marrow failure syndromes). Genetic testing is also done to find gene changes that help diagnose acquired aplastic anemia.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/aplastic-anemia.html', 'retrieved_at': '2025-09-29T20:33:26.371774', 'title': 'Aplastic Anemia - Together by St. Jude™', 'section': 'Diagnosis of aplastic anemia', 'super_section': None}"
17,"Your child’s aplastic anemia can be non-severe (sometimes referred to as “moderate”), severe, or very severe.
Non-severe (“moderate”) aplastic anemia: Your child has a lower-than-normal number of blood cells in the bone marrow and blood. They might not feel sick or have only mild symptoms.
Severe aplastic anemia: Your child has a very low number of blood cells in the bone marrow and blood. This classification is the most commonly diagnosed. Severe aplastic anemia is defined as:Bone marrow cellularity (number of cells in the bone marrow) less than 25%Reticulocyte count (number of immature red blood cells) less than 20,000 per microliter of bloodPlatelet count less than 20,000 per microliter of bloodAbsolute neutrophil count (ANC) less than 500 per microliter of blood","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/aplastic-anemia.html', 'retrieved_at': '2025-09-29T20:33:26.371774', 'title': 'Aplastic Anemia - Together by St. Jude™', 'section': 'How aplastic anemia is classified', 'super_section': None}"
18,"Bone marrow cellularity (number of cells in the bone marrow) less than 25%
Reticulocyte count (number of immature red blood cells) less than 20,000 per microliter of blood
Platelet count less than 20,000 per microliter of blood
Absolute neutrophil count (ANC) less than 500 per microliter of blood
Very severe aplastic anemia: Your child has a very low number of cells in the bone marrow and blood. They meet the criteria for severe aplastic anemia and have an ANC less than 200 per microliter. As the ANC decreases, the risk of infection increases.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/aplastic-anemia.html', 'retrieved_at': '2025-09-29T20:33:26.371774', 'title': 'Aplastic Anemia - Together by St. Jude™', 'section': 'How aplastic anemia is classified', 'super_section': None}"
19,"The right treatment for your child depends on the cause and severity of aplastic anemia and your child’s medical needs. If the condition is not severe, your child may not receive treatment and instead be closely monitored through regular blood tests.
Treatments for aplastic anemia include:","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/aplastic-anemia.html', 'retrieved_at': '2025-09-29T20:33:26.371774', 'title': 'Aplastic Anemia - Together by St. Jude™', 'section': 'Treatment of aplastic anemia', 'super_section': None}"
20,"Anallogeneic transplantuses healthy stem cells from a donor who is an HLA-match. HLA (Human Leukocyte Antigens) are proteins on cell surfaces. For a successful bone marrow transplant, doctors need to carefully match these markers between the donor and patient to prevent dangerous immune system reactions and transplant rejection. This treatment is recommended if an HLA-matched sibling bone marrow donor is identified. If a sibling is not a match, an unrelated matched donor may be considered if your child does not respond to immunosuppressive therapy or has severe disease.
A stem cell transplant can cure aplastic anemia for life. A transplant is not an easy process and can have complications including immune system reaction, rejection of donor cells, or infection.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/aplastic-anemia.html', 'retrieved_at': '2025-09-29T20:33:26.371774', 'title': 'Aplastic Anemia - Together by St. Jude™', 'section': 'Stem cell (bone marrow) transplant', 'super_section': None}"
21,"Your child may get medicines to keep the immune system from attacking stem cells. These medicines includecyclosporineandantithymocyte globulin (ATG).This kind of therapy lasts for at least 1 year.
In the beginning, most patients will show a positive response to immunosuppressive therapy with improvement in their blood counts and quality of life. However, only about 1 in 3 patients show long-lasting response. Patients who do not respond to immunosuppressive therapy or whose disease returns will need a stem cell transplant.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/aplastic-anemia.html', 'retrieved_at': '2025-09-29T20:33:26.371774', 'title': 'Aplastic Anemia - Together by St. Jude™', 'section': 'Immunosuppressive therapy', 'super_section': None}"
22,Your child may receivetransfusionsof red blood cells or platelets from a healthy donor. This can help treat symptoms but is not a cure.,"{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/aplastic-anemia.html', 'retrieved_at': '2025-09-29T20:33:26.371774', 'title': 'Aplastic Anemia - Together by St. Jude™', 'section': 'Blood transfusions', 'super_section': None}"
23,"In some situations, medicines such aseltrombopag,romiplostim, orfilgrastim(G-CSF) can boost stem cell production to help the body make new blood cells. These medications are rarely given in children with aplastic anemia.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/aplastic-anemia.html', 'retrieved_at': '2025-09-29T20:33:26.371774', 'title': 'Aplastic Anemia - Together by St. Jude™', 'section': 'Bone marrow stimulant medicines', 'super_section': None}"
24,"Patients with aplastic anemia can have very low white blood cell counts and are at a high risk for life-threatening infections. To treat or reduce infection risk, drugs may be given to kill fungi (antifungals), viruses (antivirals), or bacteria (antibiotics).","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/aplastic-anemia.html', 'retrieved_at': '2025-09-29T20:33:26.371774', 'title': 'Aplastic Anemia - Together by St. Jude™', 'section': 'Supportive medication', 'super_section': None}"
25,"Most people who get treatment recover from aplastic anemia. Recovery depends on:
How severe the case is
Type of treatment and response to treatment
Your child’s age
Without treatment, aplastic anemia is life-threatening. Complications include severe infections, bleeding, and organ failure due to anemia. With prompt diagnosis and treatment, the overall five-year survival rate is more than 90% for children with aplastic anemia.
With advancements in diagnosis and treatment, the long-term outcomes for children with aplastic anemia patients are continuously improving.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/aplastic-anemia.html', 'retrieved_at': '2025-09-29T20:33:26.371774', 'title': 'Aplastic Anemia - Together by St. Jude™', 'section': 'Prognosis for aplastic anemia', 'super_section': None}"
26,"Children with aplastic anemia need frequent visits to the hospital or clinic — up to 2 or 3 times per week.
Call the doctor if your child:
Looks pale, has trouble breathing, or is more tired than usual
Has skin or eyes that look yellow
Has a fever at or above 101.0°F (38.3°C).
Has other symptoms of illness or infection
Bleeds easily or for too long after an injury","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/aplastic-anemia.html', 'retrieved_at': '2025-09-29T20:33:26.371774', 'title': 'Aplastic Anemia - Together by St. Jude™', 'section': 'When to call your care team', 'super_section': None}"
27,"Wash hands often, keep patient areas clean and clutter free, and stay away from people who are sick. Your child should avoid:
New pets or other animals that may carry germs
Dust and digging in dirt
Mold","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/aplastic-anemia.html', 'retrieved_at': '2025-09-29T20:33:26.371774', 'title': 'Aplastic Anemia - Together by St. Jude™', 'section': 'Take steps to prevent infection', 'super_section': None}"
28,Be sure that others are aware of your child’s medical condition and know what to do if an accident or injury occurs. Tell all health care providers about your child’s diagnosis and any medicines they take.,"{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/aplastic-anemia.html', 'retrieved_at': '2025-09-29T20:33:26.371774', 'title': 'Aplastic Anemia - Together by St. Jude™', 'section': 'Alert others of your child’s condition', 'super_section': None}"
29,"Jolly Green tackles the stress of having severe aplastic anemia with fishing, faith, and family.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/aplastic-anemia.html', 'retrieved_at': '2025-09-29T20:33:26.371774', 'title': 'Aplastic Anemia - Together by St. Jude™', 'section': ""Aplastic Anemia Can't Keep Jolly Down"", 'super_section': None}"
30,"Medicines like aspirin oribuprofen(Motrin®, Advil®) can keep platelets from working properly. If needed, giveacetaminophen(Tylenol®) for headache or pain. Do not give any medication for fever without first contacting your care team.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/aplastic-anemia.html', 'retrieved_at': '2025-09-29T20:33:26.371774', 'title': 'Aplastic Anemia - Together by St. Jude™', 'section': 'Talk to your doctor before giving your child any medicine', 'super_section': None}"
31,"If your child has fewer red blood cells, they may get tired more easily or get out of breath. Be sure your child does not overdo physical activity. When platelet counts are low, you child is at higher risk of bleeding. Your child should avoid contact sports, rough play, and activities that could involve falls or injury to the head or stomach.
Talk to your care team before your child:
Flies in a plane
Travels to a high-altitude location or mountain area
Has surgery or a dental procedure
In the beginning of treatment, your child might not be able to attend school in-person. Or your child might need to have an alternate schedule or otherclassroom accommodations.
Your child’s care team can answer questions about which activities your child might need to avoid.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/aplastic-anemia.html', 'retrieved_at': '2025-09-29T20:33:26.371774', 'title': 'Aplastic Anemia - Together by St. Jude™', 'section': 'Know what activities to avoid', 'super_section': None}"
32,"What treatment does my child need?
Are there any expected side effects?
What monitoring or lab tests will my child need?
What lab test values do I need to know?
What activities are safe for my child? What activities should my child avoid?
What symptoms do we need to watch for?
What should we do if my child has an injury or severe bleeding?
What should we do if my child has a fever?","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/aplastic-anemia.html', 'retrieved_at': '2025-09-29T20:33:26.371774', 'title': 'Aplastic Anemia - Together by St. Jude™', 'section': 'Questions to ask your care team', 'super_section': None}"
33,"Aplastic anemia is a rare blood disorder that occurs when bone marrow does not make enough blood cells.
Symptoms can include tiredness, pale skin, trouble breathing, rapid heartbeat, fever, infection, or easy bleeding or bruising.
Aplastic anemia is diagnosed based on your child’s medical history, physical exam, and lab tests including a bone marrow sample and genetic tests.
Treatments for aplastic anemia include stem cell transplant, medicines to suppress the immune system, blood transfusions, and medicines to prevent infection.
Certain activities can be a health risk if your child has aplastic anemia. Limit tiring activities, avoid activities with a risk of injury, and take steps to prevent infection.
—Reviewed: January 2025","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/aplastic-anemia.html', 'retrieved_at': '2025-09-29T20:33:26.371774', 'title': 'Aplastic Anemia - Together by St. Jude™', 'section': 'Key points about aplastic anemia', 'super_section': None}"
34,"Stem Cell TransplantA stem cell transplant (bone marrow transplant) may be used as a treatment for some childhood cancers and blood disorders. Learn more about stem cell transplants.
A stem cell transplant (bone marrow transplant) may be used as a treatment for some childhood cancers and blood disorders. Learn more about stem cell transplants.
ANC and NeutropeniaA low ANC (neutropenia) refers to having low levels of neutrophils in the blood. Learn how neutropenia or low “counts” increases the risk of infection.
A low ANC (neutropenia) refers to having low levels of neutrophils in the blood. Learn how neutropenia or low “counts” increases the risk of infection.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/aplastic-anemia.html', 'retrieved_at': '2025-09-29T20:33:26.371774', 'title': 'Aplastic Anemia - Together by St. Jude™', 'section': 'Related content', 'super_section': None}"
35,"AnemiaAnemia is a condition that occurs when your body does not have enough healthy red blood cells. Learn about anemia symptoms and treatment.
Anemia is a condition that occurs when your body does not have enough healthy red blood cells. Learn about anemia symptoms and treatment.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/aplastic-anemia.html', 'retrieved_at': '2025-09-29T20:33:26.371774', 'title': 'Aplastic Anemia - Together by St. Jude™', 'section': 'Related content', 'super_section': None}"
36,"Autoimmune hemolytic anemia (AIHA) is a condition that occurs when theimmune systemattacksred blood cellsand causes them to break down. This leads to low numbers of red blood cells (anemia). There are different types of AIHA, but they are generally classified as warm AIHA or cold AIHA.
Anemia is a condition in which a person has low numbers of red blood cells.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/autoimmune-hemolytic-anemia-aiha.html', 'retrieved_at': '2025-09-29T20:33:26.702672', 'title': 'Autoimmune Hemolytic Anemia (AIHA) - Together by St. Jude™', 'section': 'What is autoimmune hemolytic anemia?', 'super_section': None}"
37,"Signs and symptoms of AIHA include:
Fatigue or feeling tired
Pale skin, gums, or nail beds
Headache
Dizziness or feeling lightheaded
Cold hands or feet
Fast or irregular heart rate
Shortness of breath
Yellow color of skin and eyes (jaundice)
Dark urine","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/autoimmune-hemolytic-anemia-aiha.html', 'retrieved_at': '2025-09-29T20:33:26.702672', 'title': 'Autoimmune Hemolytic Anemia (AIHA) - Together by St. Jude™', 'section': 'Symptoms of AIHA', 'super_section': None}"
38,"AIHA is a disorder of the immune system. In children with AIHA, the body makes red blood cells normally, but the immune system attacks and destroys them by mistake. The breakdown of red blood cells is calledhemolysis.
The immune system's job is to attack germs that should not be in the body. In an autoimmune condition like AIHA, the body’s immune attacks the body’s own healthy cells.
In about half of the AIHA cases, the cause of autoimmune hemolytic anemia is unknown. This is calledprimary AIHA.
In other cases, AIHA is linked to another cause or underlying condition. This is calledsecondary AIHA. Factors associated with secondary AIHA include some autoimmune diseases, cancers, infections, medications, and stem cell (bone marrow) transplant.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/autoimmune-hemolytic-anemia-aiha.html', 'retrieved_at': '2025-09-29T20:33:26.702672', 'title': 'Autoimmune Hemolytic Anemia (AIHA) - Together by St. Jude™', 'section': 'Causes of AIHA', 'super_section': None}"
39,"Your child’s doctor may refer your child to a hematologist, a doctor who diagnoses and treats blood disorders. AIHA is diagnosed based on your child’s medical history, physical exam, and lab tests.
Lab tests may include:
Acomplete blood count (CBC)to look for signs of anemia. A CBC test measures:
The number of red blood cells, white blood cells, and platelets
The size of red blood cells
Hematocrit, which shows how much of the blood is made up of red blood cells
Hemoglobin, a protein in your blood that carries oxygen
Other tests may include:
Peripheral blood smearto look at blood cells under a microscope.
Reticulocyte countto measure the number of young red blood cells in your child’s body. A high reticulocyte count means the bone marrow has to make more cells to replace damaged ones.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/autoimmune-hemolytic-anemia-aiha.html', 'retrieved_at': '2025-09-29T20:33:26.702672', 'title': 'Autoimmune Hemolytic Anemia (AIHA) - Together by St. Jude™', 'section': 'Diagnosis of AIHA', 'super_section': None}"
40,"Bilirubin testto measure bilirubin levels. Bilirubin is a substance made by the liver when red blood cells are broken down.
Direct antiglobulin test (Coombs test)to see if the body is making antibodies against red blood cells.
Haptoglobin testto measure haptoglobin, a protein that gets rid of substances made by damaged red blood cells. Your child will have low levels if their body is using haptoglobin for this purpose.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/autoimmune-hemolytic-anemia-aiha.html', 'retrieved_at': '2025-09-29T20:33:26.702672', 'title': 'Autoimmune Hemolytic Anemia (AIHA) - Together by St. Jude™', 'section': 'Diagnosis of AIHA', 'super_section': None}"
41,There are different types of AIHA but they fall into 2 main categories: warm and cold.,"{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/autoimmune-hemolytic-anemia-aiha.html', 'retrieved_at': '2025-09-29T20:33:26.702672', 'title': 'Autoimmune Hemolytic Anemia (AIHA) - Together by St. Jude™', 'section': 'Types of AIHA', 'super_section': None}"
42,Warm AIHA is the most common form of primary AIHA in children. It makes up 60–90% of cases. It is called warm AIHA because antibodies attack red blood cells when blood is at normal body temperature or higher-than-normal body temperature.,"{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/autoimmune-hemolytic-anemia-aiha.html', 'retrieved_at': '2025-09-29T20:33:26.702672', 'title': 'Autoimmune Hemolytic Anemia (AIHA) - Together by St. Jude™', 'section': 'Warm autoimmune hemolytic anemia', 'super_section': None}"
43,"Cold AIHA is rare in children, making up about 10% of cases. If your provider suspects cold AIHA, they may order tests to measure antibodies that attack red blood cells at cold temperatures.
Types of cold disease include:
Cold agglutinin disease (CAD):CAD usually happens after infection withEpstein-Barr virusor a type of bacteria calledMycoplasma pneumoniae. It happens when the immune system attacks red blood cells when blood is at a lower-than-normal body temperature.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/autoimmune-hemolytic-anemia-aiha.html', 'retrieved_at': '2025-09-29T20:33:26.702672', 'title': 'Autoimmune Hemolytic Anemia (AIHA) - Together by St. Jude™', 'section': 'Cold autoimmune hemolytic anemia', 'super_section': None}"
44,"Paroxysmal cold hemoglobinuria (PCH or Donath-Landsteiner syndrome):PCH is a rare type of cold disease but it is more common in young children. Underlying causes of PCH include viral infections, syphilis, and other bacterial infections. Red blood cell damage results from exposure to cold. In children, this disease often gets better on its own once exposure to cold stops.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/autoimmune-hemolytic-anemia-aiha.html', 'retrieved_at': '2025-09-29T20:33:26.702672', 'title': 'Autoimmune Hemolytic Anemia (AIHA) - Together by St. Jude™', 'section': 'Cold autoimmune hemolytic anemia', 'super_section': None}"
45,"Treatment for AIHA is based on the type (warm or cold) and severity of anemia. Not all children need treatment for AIHA. Many children recover on their own. Your care team may recommend monitoring or watchful waiting. The hematology team will check your child’s blood counts and symptoms to see when and if treatment is needed.
If your child’s AIHA is linked to another condition, it is important to identify and treat the underlying cause.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/autoimmune-hemolytic-anemia-aiha.html', 'retrieved_at': '2025-09-29T20:33:26.702672', 'title': 'Autoimmune Hemolytic Anemia (AIHA) - Together by St. Jude™', 'section': 'Treatment of AIHA', 'super_section': None}"
46,"The first choice of treatment for primary AIHA is a corticosteroid (steroid) medicine, such asprednisone. Your child will take the medicines by mouth.
Steroids can have different side effects. These may include:
Stomach pain
Feeling more hungry than usual
Moodiness
Trouble sleeping
Flushing of the face
Weight gain, especially in the face and belly
Acne
High blood pressure
High blood sugar level
Increased risk of infection
Your child’s doctor may prescribe other medicines to help your child with side effects. Your child’s doctor will gradually decrease the dose of the steroids until they can be stopped completely. The side effects go away after your child stops taking the medicine.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/autoimmune-hemolytic-anemia-aiha.html', 'retrieved_at': '2025-09-29T20:33:26.702672', 'title': 'Autoimmune Hemolytic Anemia (AIHA) - Together by St. Jude™', 'section': 'Corticosteroid medicines', 'super_section': None}"
47,"In some cases, steroids do not work well. Treatments may include other medicines to suppress the immune system (immunosuppressants). These may includerituximab,intravenous immune globulin (IVIG), and other medicines.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/autoimmune-hemolytic-anemia-aiha.html', 'retrieved_at': '2025-09-29T20:33:26.702672', 'title': 'Autoimmune Hemolytic Anemia (AIHA) - Together by St. Jude™', 'section': 'Immunosuppressant medicines', 'super_section': None}"
48,"In severe cases, children may require ablood transfusion.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/autoimmune-hemolytic-anemia-aiha.html', 'retrieved_at': '2025-09-29T20:33:26.702672', 'title': 'Autoimmune Hemolytic Anemia (AIHA) - Together by St. Jude™', 'section': 'Blood transfusion', 'super_section': None}"
